iter	Logloss
361	0.3261831048
362	0.3258445825
363	0.325592984
364	0.3254587624
365	0.3253111679
366	0.325201056
367	0.3250762425
368	0.3248625337
369	0.3246240723
370	0.3244239078
371	0.3243431348
372	0.3240246933
373	0.3238953794
374	0.3238326083
375	0.3235884677
376	0.3233684583
377	0.3232367012
378	0.3231001222
379	0.3229856598
380	0.3227404691
381	0.3225097656
382	0.3224021183
383	0.3222451156
384	0.3221309319
385	0.321961285
386	0.3216777973
387	0.3215464474
388	0.3215054501
389	0.3213779792
390	0.3212478723
391	0.3210813329
392	0.3208934913
393	0.3205713422
394	0.3203773284
395	0.320189701
396	0.3200912904
397	0.3198984982
398	0.3197881506
399	0.3197555113
400	0.319616875
401	0.3195238006
402	0.3192825746
403	0.3190231752
404	0.3189215928
405	0.3187293149
406	0.3185303506
407	0.3183201993
408	0.3179519525
409	0.317707919
410	0.3174991393
411	0.3172869307
412	0.3171580883
413	0.3167352141
414	0.3165522372
415	0.3163304918
416	0.3160418178
417	0.3159298415
418	0.3158227728
419	0.3157106035
420	0.3156148503
421	0.3155627304
422	0.3155125822
423	0.3154243726
424	0.3153216758
425	0.3152506968
426	0.3150632623
427	0.3147718237
428	0.3143415987
429	0.3141570359
430	0.314033744
431	0.3138722195
432	0.3137670367
433	0.3136341652
434	0.3134811916
435	0.3134767982
436	0.3133647576
437	0.3130958429
438	0.312931918
439	0.3127279389
440	0.3126152767
441	0.3124481373
442	0.3122912632
443	0.3122183553
444	0.3121496051
445	0.3119999318
446	0.3118649815
447	0.3117466187
448	0.3115689996
449	0.3114706747
450	0.3112136969
451	0.3110613019
452	0.3108611589
453	0.3107941231
454	0.3105786784
455	0.3104478857
456	0.3103686986
457	0.3102333626
458	0.3101425814
459	0.3100576079
460	0.3098841678
461	0.3096823532
462	0.3095938865
463	0.3095198856
464	0.3093297508
465	0.3092727018
466	0.3091900858
467	0.3088995258
468	0.3087220781
469	0.3085874065
470	0.3083661112
471	0.3082433122
472	0.3081423299
473	0.3079374935
474	0.3078754082
475	0.3077350145
476	0.307581698
477	0.3073160407
478	0.3072118438
479	0.3068822582
480	0.3067350923
481	0.3066400249
482	0.3064765716
483	0.3062868225
484	0.3062640844
485	0.3060258587
486	0.3058565761
487	0.3057217544
488	0.3055193183
489	0.3053546005
490	0.3052654052
491	0.3051587651
492	0.3050176213
493	0.3049168962
494	0.3048245291
495	0.3048033554
496	0.3047224752
497	0.3045471277
498	0.3044348299
499	0.3042207139
500	0.3041714872
501	0.3041516851
502	0.3039263179
503	0.3037528563
504	0.3036704331
505	0.303425971
506	0.303301029
507	0.303121331
508	0.302890499
509	0.3027388112
510	0.3025926526
511	0.3025474977
512	0.3022873268
513	0.3021746003
514	0.3020920486
515	0.3019915806
516	0.3018286416
517	0.3018205407
518	0.3016772752
519	0.3014223334
520	0.3012912193
521	0.3012079389
522	0.301154726
523	0.3010952124
524	0.3010236762
525	0.3010040669
526	0.3008120033
527	0.3006946049
528	0.3006552793
529	0.3005419956
530	0.3004310051
531	0.300353811
532	0.3002495498
533	0.3001520178
534	0.299992422
535	0.299882053
536	0.2996864319
537	0.2995629471
538	0.2993963006
539	0.2992707799
540	0.2991462236
541	0.2990373761
542	0.298943466
543	0.2988691437
544	0.2987790483
545	0.2987054118
546	0.2985445515
547	0.2984313108
548	0.2982594351
549	0.2981224489
550	0.29808023
551	0.2979785619
552	0.2977699537
553	0.2975339568
554	0.2972267665
555	0.297085837
556	0.2970135507
557	0.2969002456
558	0.2967607305
559	0.2966359171
560	0.2964719494
561	0.2963884332
562	0.2962783428
563	0.2961828253
564	0.2960272585
565	0.2959389419
566	0.2958851718
567	0.2957137461
568	0.2956440101
569	0.2955393416
570	0.2954996088
571	0.2953489711
572	0.2952566897
573	0.2951746094
574	0.2950401735
575	0.2948511317
576	0.2947972544
577	0.2946929503
578	0.2946347655
579	0.2945811882
580	0.2945227891
581	0.2941817809
582	0.2940495095
583	0.2940268784
584	0.2939731726
585	0.2938331004
586	0.2936920852
587	0.2935370542
588	0.2931883308
589	0.2929351464
590	0.292779301
591	0.2926390359
592	0.2925199873
593	0.2924173762
594	0.2922623881
595	0.2921527477
596	0.2921000277
597	0.2918048387
598	0.2917078425
599	0.2916592373
600	0.2915637413
601	0.2914341059
602	0.2914261121
603	0.2912375204
604	0.2911886794
605	0.2909618335
606	0.2908722953
607	0.2907930867
608	0.2907485748
609	0.2906052664
610	0.2905060843
611	0.2903876144
612	0.2903261506
613	0.2900006798
614	0.2900002726
615	0.2898364121
616	0.2897633328
617	0.2894886745
618	0.2893778983
619	0.2892325755
620	0.2891069048
621	0.2889274854
622	0.2888766514
623	0.2888523059
624	0.288748709
625	0.2885923707
626	0.2885246705
627	0.2884500482
628	0.2883569525
629	0.2882260526
630	0.2879629671
631	0.2878623062
632	0.2877549375
633	0.2877026676
634	0.2875986635
635	0.2875520942
636	0.2874325956
637	0.2872767931
638	0.2871641095
639	0.287145486
640	0.2869696885
641	0.2868379529
642	0.2867449214
643	0.286632645
644	0.2865360989
645	0.2864142857
646	0.2861977909
647	0.2861448138
648	0.2860555756
649	0.2860055988
650	0.2859685233
651	0.2858264152
652	0.285642131
653	0.2854976011
654	0.2853772881
655	0.285227572
656	0.2851287756
657	0.2850398803
658	0.2850087627
659	0.2848001759
660	0.2847594786
661	0.2847282753
662	0.2846548102
663	0.2845113519
664	0.2843188597
665	0.2841741583
666	0.2840637893
667	0.2838163912
668	0.2836611458
669	0.2836546737
670	0.2836206415
671	0.2835120298
672	0.2833771866
673	0.2832981924
674	0.2832247702
675	0.2831397324
676	0.2829614275
677	0.2828229411
678	0.2826800186
679	0.2825588912
680	0.2824420286
681	0.2824334134
682	0.2823540334
683	0.2822583231
684	0.2821870654
685	0.2819231441
686	0.2818728672
687	0.2817216509
688	0.2816539293
689	0.2814383346
690	0.2813594261
691	0.2812862396
692	0.2811902721
693	0.2811437457
694	0.2810257044
695	0.2808778741
696	0.2808395129
697	0.2807312012
698	0.280606452
699	0.2805259576
700	0.2803730911
701	0.2803199425
702	0.280246306
703	0.2801758413
704	0.2800992473
705	0.2800301755
706	0.279905855
707	0.2798567354
708	0.2797355223
709	0.2796804235
710	0.2795583746
711	0.2795497166
712	0.2795128983
713	0.2793624106
714	0.2791710543
715	0.2790606638
716	0.2789100476
717	0.2787897131
718	0.2786414329
719	0.2785860555
720	0.2784734576
721	0.2784129796
722	0.278274429
723	0.2780991886
724	0.2780114935
725	0.2779093539
726	0.2777695388
727	0.2777639668
728	0.2775583374
729	0.2774458253
730	0.2773617305
731	0.2772735639
732	0.2772096998
733	0.2771129394
734	0.2769951338
735	0.276925762
736	0.2766793497
737	0.2765740812
738	0.2764225649
739	0.2762942368
740	0.2761836534
741	0.2761043591
742	0.2760554539
743	0.2759991121
744	0.275916646
745	0.2758725841
746	0.2758664335
747	0.2758357873
748	0.2757860248
749	0.2755822171
750	0.2755423128
751	0.2754663189
752	0.2752296791
753	0.2750695904
754	0.2749450769
755	0.2747898745
756	0.2747090586
757	0.2746318431
758	0.2745342683
759	0.274329732
760	0.2742725758
761	0.2742027111
762	0.2740672679
763	0.2740295067
764	0.2739072221
765	0.2736302494
766	0.2735247237
767	0.2734327852
768	0.2733515193
769	0.2732726751
770	0.2731656492
771	0.273035821
772	0.2729954237
773	0.2729155294
774	0.2728700531
775	0.2728070248
776	0.2727738927
777	0.2726811827
778	0.272626984
779	0.2725740711
780	0.2724616447
781	0.2723484682
782	0.2722416138
783	0.2720704025
784	0.2719640839
785	0.2718538006
786	0.2716811319
787	0.2715596831
788	0.2715150212
789	0.2714382772
790	0.2713297726
791	0.2712599508
792	0.2711038268
793	0.2710983834
794	0.2709671835
795	0.2709629616
796	0.2708880821
797	0.2708826387
798	0.270846399
799	0.270739909
800	0.2706795596
801	0.270592143
802	0.2703798058
803	0.2702063657
804	0.2700745229
805	0.2700320255
806	0.2698920818
807	0.2696709151
808	0.2695883847
809	0.2695705757
810	0.2695381936
811	0.2694165948
812	0.2693170912
813	0.2691748544
814	0.2689349571
815	0.2688724861
816	0.2688488478
817	0.2687105757
818	0.2686847301
819	0.2685249414
820	0.2684637134
821	0.2683825332
822	0.2683294918
823	0.2683024031
824	0.2681729606
825	0.2681107682
826	0.2680378817
827	0.2679059104
828	0.2678394961
829	0.2676949233
830	0.2676450322
831	0.2675182042
832	0.2674082852
833	0.2672580762
834	0.2672479179
835	0.267223101
836	0.267142928
837	0.2671160752
838	0.2670166787
839	0.2669170251
840	0.2668400239
841	0.2667630013
842	0.2666932224
843	0.2666408882
844	0.2665979621
845	0.2664716485
846	0.2664123278
847	0.2663249327
848	0.266172902
849	0.2661005727
850	0.266042495
851	0.2660260361
852	0.2659466776
853	0.2657951612
854	0.265648724
855	0.2656355869
856	0.2655301898
857	0.2654807916
858	0.2653190313
859	0.2652160773
860	0.2651572067
861	0.2650618178
862	0.2649530132
863	0.2649226242
864	0.2647190308
865	0.2645401258
866	0.2644334857
867	0.264379287
868	0.2641775581
869	0.2640340569
870	0.2639360749
871	0.2639321316
872	0.2638600382
873	0.2638540804
874	0.2637721287
875	0.2637194301
876	0.2636770613
877	0.2633436182
878	0.2631873656
879	0.2630180187
880	0.2629929017
881	0.2629456038
882	0.2627879796
883	0.2626509934
884	0.2625332307
885	0.2623377811
886	0.2622697809
887	0.2621102922
888	0.2620409848
889	0.2620358199
890	0.2620000518
891	0.2619406454
892	0.261872538
893	0.2618113957
894	0.2616768955
895	0.2616314406
896	0.2614582147
897	0.2613866999
898	0.2612766309
899	0.2612135169
900	0.2611147848
901	0.2610851031
902	0.2609895213
903	0.2608781022
904	0.260816917
905	0.2607692976
906	0.2606800379
907	0.2604348686
908	0.2602986111
909	0.2602074441
910	0.2600915459
911	0.2599427084
912	0.2598520772
913	0.2597957783
914	0.2596662286
915	0.2595192984
916	0.2593575595
917	0.2592445974
918	0.259103325
919	0.259074629
920	0.2589535445
921	0.2588601273
922	0.2587432433
923	0.2586836654
924	0.2586360246
925	0.2585056605
926	0.2583373852
927	0.2582843652
928	0.258144593
929	0.2581281555
930	0.2580033849
931	0.2579247335
932	0.2577155038
933	0.2576381812
934	0.2575815394
935	0.2574939942
936	0.2574858076
937	0.2573471069
938	0.2572872076
939	0.2572254652
940	0.2571613655
941	0.2571004803
942	0.2569503784
943	0.2568569612
944	0.2568062343
945	0.2567735736
946	0.2566326227
947	0.2565349836
948	0.256471141
949	0.256438909
950	0.2563690443
951	0.2563362336
952	0.2562783916
953	0.2561819527
954	0.2560576107
955	0.2559724872
956	0.2557323327
957	0.2555839239
958	0.2555292751
959	0.2554896065
960	0.2554411942
961	0.2553220599
962	0.2552471375
963	0.2551057151
964	0.2549890668
965	0.2549139087
966	0.2548188627
967	0.2547399971
968	0.2545411614
969	0.254234914
970	0.2540468795
971	0.253933703
972	0.2538400929
973	0.2537222873
974	0.2535690993
975	0.2534442859
976	0.2533426178
977	0.253298663
978	0.253185015
979	0.2531590408
980	0.2530956054
981	0.2529722707
982	0.2529698061
983	0.2529482038
984	0.2528448641
985	0.2528282123
986	0.2527049847
987	0.2526552865
988	0.2525802141
989	0.2524648088
990	0.2523916009
991	0.2522218897
992	0.2520715092
993	0.2520002087
994	0.2518201464
995	0.2517403378
996	0.2516979475
997	0.2515951007
998	0.2514948898
999	0.2514337475
1000	0.251313606
1001	0.2511184778
1002	0.2510589857
1003	0.2509781484
1004	0.2509168346
1005	0.2509096124
1006	0.2508150165
1007	0.2507067048
1008	0.2505892636
1009	0.2504574208
1010	0.2503694041
1011	0.2503315358
1012	0.2501574098
1013	0.2500975105
1014	0.2500963533
1015	0.2500007715
1016	0.2499129692
1017	0.2498504553
1018	0.2496478906
1019	0.2495754113
1020	0.2494375893
1021	0.2493788901
1022	0.2492042713
1023	0.2491550017
1024	0.2491240341
1025	0.2490676708
1026	0.2490461971
1027	0.2489316705
1028	0.2488403749
1029	0.2487498508
1030	0.2486882799
1031	0.2485737747
1032	0.2485015955
1033	0.2483867688
1034	0.2483214046
1035	0.2481199543
1036	0.2480106139
1037	0.2479134249
1038	0.2478141999
1039	0.2476865576
1040	0.2475260188
1041	0.2474458244
1042	0.247271227
1043	0.2472080488
1044	0.2471442919
1045	0.2470955795
1046	0.246934655
1047	0.2468951365
1048	0.2468776489
1049	0.2467866962
1050	0.2467509923
1051	0.246691243
1052	0.2465672439
1053	0.2464791201
1054	0.2463744946
1055	0.246337312
1056	0.2462368011
1057	0.2461863957
1058	0.2460927213
1059	0.2459469056
1060	0.2458277927
1061	0.2457600711
1062	0.2457180452
1063	0.2456579316
1064	0.2454672396
1065	0.245437965
1066	0.2454143481
1067	0.2453611995
1068	0.2452011108
1069	0.2451592349
1070	0.245071454
1071	0.2449521697
1072	0.2448488943
1073	0.244745576
1074	0.2446458366
1075	0.2445373535
1076	0.2444231912
1077	0.2443236662
1078	0.2442436218
1079	0.2441492402
1080	0.2441076429
1081	0.2439202298
1082	0.2437664846
1083	0.2436989345
1084	0.243622812
1085	0.243579393
1086	0.2433903726
1087	0.2432991199
1088	0.2431897796
1089	0.2430827323
1090	0.243011989
1091	0.2428249188
1092	0.242758483
1093	0.2426522073
1094	0.2425128637
1095	0.2424641298
1096	0.2423581756
1097	0.2422822674
1098	0.2421374375
1099	0.2419935291
1100	0.241923643
1101	0.2418776523
1102	0.2418258538
1103	0.2417156777
1104	0.2415820347
1105	0.2415153418
1106	0.2413877209
1107	0.2413809273
1108	0.2413172133
1109	0.2411860991
1110	0.241177141
1111	0.2411167702
1112	0.2410676292
1113	0.2408919388
1114	0.2406624355
1115	0.2404771869
1116	0.240409251
1117	0.2402947887
1118	0.2402128584
1119	0.2401191197
1120	0.2400645781
1121	0.2400628422
1122	0.2399291135
1123	0.2397754969
1124	0.2397221555
1125	0.2397032748
1126	0.2396039213
1127	0.2395800687
1128	0.2394243305
1129	0.2392412893
1130	0.2391627665
1131	0.2390529547
1132	0.2390180223
1133	0.2389393281
1134	0.2387259194
1135	0.2387238406
1136	0.2386895083
1137	0.238653633
1138	0.2384597693
1139	0.2383848683
1140	0.2382896938
1141	0.2382125854
1142	0.2381708381
1143	0.23812249
1144	0.2380173072
1145	0.2378581615
1146	0.2376763633
1147	0.2376421811
1148	0.2374891217
1149	0.2373689373
1150	0.2373098095
1151	0.2372794419
1152	0.2371435701
1153	0.2370054695
1154	0.2369858817
1155	0.2369843815
1156	0.2369085162
1157	0.2368186351
1158	0.2367195601
1159	0.2365759946
1160	0.2364031117
1161	0.2363234745
1162	0.2362511024
1163	0.2361088013
1164	0.2360044329
1165	0.2359309036
1166	0.2357946674
1167	0.2357203666
1168	0.2356502019
1169	0.2353740649
1170	0.2351634422
1171	0.2351092435
1172	0.2350522373
1173	0.2349591202
1174	0.2348871553
1175	0.2348322493
1176	0.2347426897
1177	0.2346531514
1178	0.2345552766
1179	0.2344612593
1180	0.2344188476
1181	0.2343217228
1182	0.234278261
1183	0.2342236122
1184	0.234148947
1185	0.2340372278
1186	0.2339332666
1187	0.2338034383
1188	0.2336885474
1189	0.2335802571
1190	0.2334632016
1191	0.233442928
1192	0.233362305
1193	0.233177528
1194	0.233106506
1195	0.2330432635
1196	0.2330107528
1197	0.2329199287
1198	0.2328879324
1199	0.2327895004
